F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
169.28,1550.07,111.41,Rest,12.59,599.42,13.17,53.64,-11.74,9.88,-112.38,31,-1943.58,-1036.55,-7391.79,Medium,-295.47,2,1.63,800.16,14728.22,3863.97,14466.72,11.63,3442.92,1554.63,73.78,-19185.18,0.04,-85.95,-176.88,6.72,25.92,6,113.76
260.48,504.99,127.57,UK,-24.55,-1673.98,6.56,50.48,-16.3,25.6,-42.66,38.06,-1336.78,-1098.99,-7954.59,Low,1815.36,4,5.95,963.67,21201.8,2961.33,14496.6,17.38,2792.55,732.9,74.54,-22954.35,0.02,50.94,-241.64,8.56,23.31,5,63.45
115.04,3367.98,236.7,UK,8.67,-1069.14,14.6,59.22,-11.51,22.22,74.44,34.94,-2130.28,-527.41,-5597.25,Medium,2417.43,3,5.3,90.06,11664.16,4136.28,30450.48,26.65,3103.89,1444.8,74.36,-266.91,0.2,-98.88,-302.52,22.78,22.5,2,76.94
164.28,2747.85,223.26,UK,-16.79,-1389.64,16.5,49.52,-4.89,19.6,177.8,38.72,-1813.68,-754.12,-7669.83,Very high,3899.4,3,3.16,1134.42,11898.62,4450.8,30456.96,22.55,3504.66,1567.44,65.78,-33274.59,0.37,12.24,-233.06,0.96,14.55,3,12.02
258.1,1708.14,341.87,Europe,-31.75,-1578.6,19.58,49.1,-6.1,25.58,124.36,36.96,-1658.72,-552.84,-8395.17,Very low,2765.67,8,2.1,534.59,8059.26,5245.53,12935.79,23.04,3768.66,1905.06,63.32,-23124.51,0.08,-103.8,-234.42,7.92,21.33,4,170.98
188.5,3962.67,192.22,UK,-9.76,-105.98,16,57.06,-5.07,27.88,-25.48,15.26,162.26,-1110.41,-7670.25,High,3102.06,5,2.95,338.62,15574.46,2365.17,24866.4,16.58,2052.96,1615.11,70.58,-17976.69,0.22,-190.71,-104.02,4.04,33.33,3,55.06
139.34,1544.7,176.93,Europe,-23.27,-631.18,0.86,54.46,-11.08,31.56,-93.58,32.26,-2444.6,-701.67,-6912.93,High,1528.47,6,3.84,428.45,36243.7,3687.84,22010.01,19.17,2125.05,1846.68,62.14,-8180.55,31.3,-106.23,-207.78,1.58,21.27,5,427.78
192.3,3215.58,248.89,USA,-0.51,-642.52,22.33,56.5,-13.95,31.36,-36.1,37.38,-1861.24,-898.95,-7410.51,Low,684.84,4,9.76,884.03,12093.4,3513.33,19752.18,22.35,2735.76,2463.42,71.92,-2739.51,0.44,-43.65,-163.6,4.58,27.57,3,37.4
145.52,2894.07,176.45,UK,-49.47,-502.42,15.99,60.04,-12.46,34.46,-21.74,34.42,-1354.84,-657.45,-6218.64,Very low,1246.86,5,3.9,939.31,21889.58,3294.99,20493.24,18.21,1904.97,-523.56,82.24,-13198.5,0.55,-195.87,-215.44,14.94,4.02,2,116.38
174.76,1672.38,266.43,Rest,-20.98,-251.82,14.11,51.6,-4.84,11.56,115.42,45.98,-1441.6,-1020.72,-6597.96,High,3509.52,5,5.42,809.52,13591.56,4023.24,14947.23,15.79,4067.88,3456.66,75.66,-9366.6,0.17,-117.51,-122.98,3.56,38.85,4,27.26
142.72,878.25,202.94,UK,-3.97,481.56,11.17,42.58,-4.57,18.1,-5.3,36.84,-2411.76,-873.69,-9973.95,Low,2820.06,3,2.74,426.71,9828.2,2863.41,12746.7,17.2,2476.65,925.62,62.44,-5809.47,0.08,40.11,-170.64,15.88,33.57,4,-8.93
202.52,1698.18,195.41,Rest,-126.81,278.46,11.45,51.72,-11.4,28.24,-24.66,39.72,-1293.56,-1202.96,-10959.45,High,3875.94,8,3.62,936.72,18078.42,3481.74,40316.07,12.43,3516.66,1562.34,64.94,-9576.18,0,-135.24,-201.84,1.48,27.15,6,271.79
70.3,1517.49,180.58,UK,-61.5,-656.54,12.18,56.6,-12.48,30.58,13.32,44.1,-34.7,-1138.95,-7111.35,Medium,3743.43,4,1.61,953.66,24432.36,2970.21,13868.85,20.44,3317.1,1396.44,67.5,-18670.83,16.79,-223.86,-15.7,4.96,31.38,0,312.45
135.7,3522.36,202.11,Rest,8.79,-798.2,17.51,55.9,-9.07,28.74,104.24,37.36,-898.48,-823.97,-7557.15,Very high,2584.56,3,4.94,1140.33,20351,3260.76,33004.98,15.68,2807.64,1301.64,67.14,-16317.84,0.02,-217.77,-147.62,13.34,46.98,4,79.85
181.6,1015.8,238.04,USA,-95.71,-584.72,10.02,39.98,-11.11,37.46,-27.9,37.28,-1712.08,-871.08,-6738.81,Medium,1606.02,6,0.8,889.37,-4994.5,3954.12,14804.31,17.35,2241.42,1815.84,67.84,11243.88,0.72,18.51,-78.78,6.66,10.05,4,736.74
253.1,2849.07,183.73,Europe,11.31,365.76,18.03,48.64,-13.78,29.94,-17.36,49.72,101.68,-727.46,-7745.04,Very low,2681.58,7,1.51,509.84,18226.12,3384.66,28211.19,17.24,2071.53,1965.96,79.54,1141.47,3.19,-88.68,-189.56,5.46,19.35,4,532.58
173.32,1943.13,221.74,Rest,-34.77,-1462.74,16.2,67.68,-6.17,43.82,103.4,22.68,613.86,-353.71,-7829.91,Very low,3159.36,7,0.81,948.73,22542.32,3847.83,13188.63,23.03,3536.76,-489.99,54.02,-144.54,1.24,-102.84,-269.1,11.68,14.16,6,118.97
215.4,3330.27,122.21,USA,-11.55,-1078.1,16.9,52.08,-14.78,12.38,7.84,36.74,-2408.4,-705.59,-6270.12,Very high,1641.96,9,4.79,1094.34,16759.62,2318.28,37981.98,19.34,3701.34,673.59,67.1,-19922.79,1.12,-132.27,-140.26,6.44,28.41,1,750
215.16,4268.73,196.69,Rest,-28.79,-417.04,18.93,51.78,-8.49,30.8,18.46,20.32,-701.54,-1315.6,-7870.71,Low,2946.96,6,4.03,626.38,16687.62,3149.79,18646.56,17.12,4173.27,511.32,67.22,-27420.54,118.53,83.04,-183.8,1.62,17.19,5,43.54
290.12,2765.34,214.21,Europe,26.23,245.8,14.85,61.88,-9.42,26.54,38.08,39.5,-1427.34,-371.1,-6954.3,Very high,4267.74,4,2.31,968.21,2212.7,3830.52,21413.79,18.46,2956.17,2656.08,62.52,-18985.38,0.23,-207.09,-259.4,22.56,12.84,3,462.58
199.56,3294.24,255.13,UK,-25.64,-1245.26,10.78,60.56,-11.06,29.66,3.36,34.24,-2152.56,-893.25,-8739.36,High,2719.26,3,2.57,524.58,22125.46,3386.37,8626.35,20.83,3935.28,2201.43,70.34,-2356.59,3.11,-158.43,-231.54,4.62,30.06,5,124.93
207.36,2999.91,179.52,Europe,-9.11,-1297.82,15.12,54.42,-9.4,22.36,117.16,30.94,-2041.28,-897.66,-4550.67,High,3229.44,4,4.01,1180.37,25805.3,3500.64,19147.92,15.68,2470.98,1638.3,89.78,-10833.33,1.19,-136.2,-158.98,13.24,13.92,4,241.49
155.5,3157.98,186.1,USA,43.52,-915.04,9.18,62.08,-9.48,17.84,-15.26,32.24,-1550.76,-919.82,-8593.05,Medium,2935.65,4,5.51,809.25,18534.4,3500.31,27701.52,17.13,3339.78,1657.95,72.38,-11348.43,43724.88,-120.78,-67.9,2.72,34.14,2,207.28
202.34,3234.93,248.78,UK,23.94,-1164.68,15.33,52,-12.31,35.62,85.58,39.62,-1529.88,-1425.67,-8276.61,High,3890.7,2,6.85,893.34,14598.86,4807.77,2863.68,6.69,2320.26,192.75,62.76,-11329.44,23.44,54.27,-143.94,8.96,26.7,4,45.42
200.28,2361.87,195.06,Europe,-224.36,171.14,16.05,52.26,-8.53,25.68,21.5,43.66,-1725.24,-301.46,-8406.81,Medium,1415.64,1,2.67,276.7,29244.06,3961.56,21238.89,17.52,1769.91,999.18,69.64,-15506.97,3.96,-169.26,-236.62,14.38,27,1,175.83
260.18,577.5,269.49,Europe,25.78,-375.12,14.64,52.68,-13.21,18.94,-1.9,30.02,-731.3,-831.51,-8904.75,High,3256.95,1,5.01,927.82,10580,2775.27,29481.54,14.28,4429.05,3725.1,62.28,-2288.52,0.19,-122.88,-189.42,0.42,32.43,6,-8.93
212.56,2148.78,199.68,UK,35.05,-628.82,1.46,57.04,-10.27,45.52,-41.5,42.2,-1388.1,-1099.69,-7410.75,Low,551.67,2,8.91,580.04,15320.1,2358.42,18647.94,18.5,2046.21,1681.71,68.86,-16875.33,0,21.03,-170.12,11.06,34.08,4,-8.93
122.36,5449.44,156.95,Rest,-8.75,-1273.14,16.31,50.64,-8.33,35.44,-4.52,39.34,-1885.78,-1331.13,-5387.13,Very low,4124.4,5,6.15,1131.9,15125.72,2310.24,18373.62,14.04,2199.3,2277.48,65.92,-142.62,0.2,-6.93,-197.26,14.02,25.26,2,52.4
155.76,3536.55,181.82,Europe,-27.96,-558.68,18.83,50.98,-7.46,1.78,42.56,29.28,-1324.38,-677.87,-8144.43,Low,1319.58,5,3.03,899.82,15101.52,2835.99,17069.46,20.72,2885.61,304.02,59.3,-22595.55,0.04,127.92,-227.36,20.28,29.22,4,-8.93
191.7,2003.22,196.05,USA,-24.43,-326.22,19.61,45.14,-7.57,23.82,89.52,29.24,-3006.52,-290.95,-6123.81,Low,899.07,5,2.41,157.88,16690.96,3797.55,30531.57,17.33,3194.04,1258.8,64.2,-19842.57,0.02,-171.24,-161.96,4.94,25.02,3,140.21
58.66,3959.97,198.33,Europe,46.49,-820.08,13.92,63.7,-6.73,17.46,74.64,29.74,-1843.6,-892.75,-7641.15,Low,3880.59,5,4.39,299.39,6741.78,1803.78,17518.2,15.82,1254.9,1844.28,81.68,-25643.19,0.03,-183.6,-171.8,2,30.18,4,-8.93
101.84,1784.25,152.11,UK,-8.71,735.52,10.73,63.42,-10.55,15.12,34.18,34.22,-2784.14,-1076.47,-7418.73,Medium,1625.43,4,9.24,470.85,17373.08,3025.74,20296.89,21.76,873.27,2045.61,70.88,-7609.02,2.37,61.5,-227.96,11.68,11.85,5,-8.93
223.22,3559.92,148.51,UK,-51.16,-412.44,12.99,45.22,-10.91,28.24,-32.84,52.96,-1422.96,-208.14,-7362.03,High,899.25,5,1.69,1078.5,-12535.5,1469.58,31074.87,20.21,3027.45,3416.7,74.96,-17891.79,0.23,-34.11,-141.02,8.74,18.96,3,195.41
161.24,3393.45,150.93,UK,-1.98,-973.52,5.53,51,-13.65,37.8,-30.22,24.3,-1659.32,-1338.08,-7816.44,Medium,3573.69,5,4.12,393.71,20604.26,1826.46,21805.29,14.67,2500.5,1558.38,73.12,-22628.88,0.38,-135.24,-171.64,1.84,13.74,4,131.13
207.2,2939.19,94.31,Europe,5.26,325.94,8.65,38.88,-10.82,25,32.68,39.24,-2808.38,-1170.78,-8755.86,High,1569.69,3,4.85,518.62,13140.4,3952.68,36444.66,22.8,1000.71,-1490.67,67.62,-19282.62,6.29,-156.12,-178.26,5.16,38.34,3,138.47
145.7,1737.33,189.42,USA,-22.09,-908.9,24.06,53.84,-5.44,24.24,80.7,35.68,-2079.26,-981.8,-7095.54,Very high,3332.79,4,2.06,451.8,11051.18,2408.79,10140.03,19.32,2226.93,1977.06,72.58,-19514.64,0.05,-11.19,-134.62,7.82,38.22,4,320.69
216.42,2121.99,193.41,Europe,-6.48,-1274.42,16.14,52.44,-15.22,8.9,18.48,35.04,-1359.54,-653.42,-9256.56,Medium,2737.92,3,5.39,556.88,11332.18,5372.46,28970.97,19.59,3105.87,1180.86,73.34,-16973.49,0,-89.25,-114.2,4.12,24.39,5,138.23
157,2382.99,168.64,Europe,-1.45,-806.9,19.52,67.8,-6.5,23.08,47.98,27.58,-1289.82,-888.1,-8508.96,Very low,2246.58,4,8.8,704.35,13375.74,2234.46,30472.89,17.26,1360.74,26.52,40.86,-12711.33,1.51,38.4,-139.2,7.5,31.8,4,-8.93
282.74,2341.71,177.87,Rest,-25.15,-4.86,15.98,50.44,-16.05,32.88,152.2,36.4,-1386.86,-914.16,-6763.17,Low,2074.17,3,2.75,303.93,9798.86,2988.6,26746.44,13.36,1904.37,456.9,70.68,325.35,1.99,-158.91,-86.2,7.2,28.77,7,168.25
219.24,3587.67,183.83,USA,-13.61,-927.04,22.31,86.04,-4.17,23.22,-19.8,35.9,-1693.4,-888.6,-3813.66,Low,2496.36,2,0.48,596.76,12571.56,2157.57,37988.16,19.41,3254.43,-256.41,80.9,-17736.96,0.38,-196.14,-227.2,10.88,49.77,1,20.76
141.22,2534.67,174.91,Europe,-15.84,-486.04,13.31,56.2,-11.12,38.96,216.96,31.68,-1442.62,-1008.34,-7396.44,Low,2359.83,5,6.49,759.54,23396.76,4138.41,33089.94,16.53,1183.62,2892.24,69.62,-13960.44,0.05,66.69,-218.54,11.68,18.87,4,-8.93
287.76,2055.36,248.76,Europe,-99.71,-2150,17.39,51.88,-8.03,22.12,-123.06,19.7,-1745.1,-911.22,-6826.83,High,2219.61,3,6.02,614.2,18769.44,4641.9,28739.52,18.98,2205.09,226.26,68.24,-11510.19,0.22,0.75,-87.68,10.32,41.73,1,109.96
149.96,4694.04,159.96,UK,5.65,-777.82,14.75,56.36,-10.04,17.32,105.02,17.24,-260.32,-911.82,-7418.76,Low,1753.02,3,0.51,654.68,14599.32,3871.8,31651.26,21.14,3401.64,3008.07,49.62,-18643.11,11.48,-211.32,-162.52,3.1,34.95,4,62.08
96.78,2692.71,213.15,USA,-2.09,-512.38,18.2,41.08,-11.48,31.02,24.46,53.32,-1046.42,-919,-7297.68,Very high,1123.17,2,5.23,511.44,19217.32,2619.48,26778.18,17.76,1859.97,2462.58,76.56,-5540.7,0.37,-252.99,-156,6.2,30.93,5,138.2
202.34,2262.69,171.77,USA,-4.8,-762.54,11.81,51.58,-12.17,24.82,-26.96,10.66,73.3,-650.41,-8883.03,Medium,1225.14,6,9.68,1349.68,11001.64,3417.81,1553.73,17.37,4622.37,3109.26,65,-17995.77,0.15,-182.16,-104.22,2,37.77,3,204.6
123.22,3187.56,185.05,USA,125.44,-429.04,21.53,50.82,-11.27,31.9,34.32,33.92,-1687.88,-501.32,-8792.67,High,3363.51,5,1.32,1068.05,23707.84,2555.13,25845.39,17.73,1250.7,1762.56,75.54,-16395.03,10.15,-83.01,-233.52,8.5,25.83,1,742.03
184.28,1696.92,225.89,Europe,66.11,290.86,14.47,46.6,-7.05,27.54,31.54,51.76,-1790.92,-1085.38,-6700.68,Very low,964.95,5,1.19,544.85,28861.64,3345,22030.14,21.31,2790.78,2179.59,72.34,-22453.23,1.31,66.03,-201.08,7.74,40.14,2,204
279.54,2578.38,171.83,Europe,3.75,-1474.52,15.95,43.34,-5.27,17.22,-0.68,33.68,-2620.9,-888.09,-3370.68,Very low,3141.45,4,12.63,1130.54,11645.58,3238.95,19802.7,17.25,5246.4,2223.42,67.28,-4028.25,0.08,23.64,-296.68,7.02,30.96,3,-8.93
142.28,1121.91,233.46,Rest,33.49,2.22,16.23,46.58,-11.12,40.98,-73.84,31.28,-1772.04,-1061.73,-8090.04,Very high,2337.39,3,9.3,285.42,-684.78,4538.07,15275.91,23.93,1975.41,924.54,66.48,6721.17,0.01,-87.21,-254.04,20.22,32.19,3,111.86
123.08,2673.51,187.03,Europe,17.83,-377.72,15.99,53.82,-6.66,28.58,-69.28,40.28,-1592.86,-489.59,-7603.38,Very low,2995.44,2,5.49,1295.42,12283.62,4035.72,18380.43,13.08,1544.4,1196.7,75.12,-32737.53,0.04,-18.15,-147.48,2.92,21,4,-8.93
109.68,2720.55,210.89,UK,-110.01,-119.42,16.57,53.68,-12.59,17.1,104.54,39.3,-1628.04,-626.99,-10467.42,Medium,1729.89,6,4.63,360.86,13447.88,4050.36,33194.55,22.36,2513.55,1337.55,70.44,-522.57,0.02,-128.61,-120.74,9.24,30.78,2,198.4
161.42,2717.25,189.9,Rest,2.05,-361.88,11.97,47.62,-9.8,31.22,30.4,36.26,-2289.08,-344.26,-8048.91,Very high,2736.51,8,5.96,733.48,18268.38,3791.82,9697.29,17.79,3504.51,317.19,69.36,7210.08,0,-105.69,-165.56,22.18,14.34,6,288.12
138.22,2649.45,150.73,Europe,48.04,-624.34,14.05,63.14,-9.81,20.76,-71.96,52.06,-1666.96,-907.5,-8005.77,Very low,2745.27,2,3.51,646.53,17644.66,2352.36,14252.85,16.25,3026.16,2431.71,69.5,-25906.59,0.11,-94.17,-175.26,12.7,24.78,5,-8.93
119.34,2298.84,236.47,Europe,9.64,-601.5,20.01,46.78,-5.56,24.64,72.46,32.08,-2481.94,-991.44,-7294.62,Low,2682.87,6,3.7,1137.61,15299.2,3106.17,23933.07,18.02,4021.56,272.04,73,-17798.79,0.65,-111.45,-138.28,5.82,20.94,2,87.19
172.98,3784.83,195.64,UK,-12.72,-435.38,20.86,55.12,-8.93,24.92,-5.04,40.52,-1421.18,-934.53,-6720.33,Medium,2115.63,4,1.99,752.49,14651.08,3052.95,22329.96,19.83,4436.85,4405.56,81.24,132.93,21.92,12.75,-126.8,3.96,42.3,3,128.7
100.12,2441.16,154.67,USA,-44.03,-563.02,16.57,58.84,-8.11,43.8,6.24,29.54,-1939.66,-955.83,-7303.92,Very high,928.98,6,1.25,480.59,9181.28,1388.31,13614.27,9.09,3559.77,1694.91,74.16,-19370.43,0.25,-198.63,-193.74,0.98,24.27,5,664.41
114.16,2850.75,154.54,UK,-27.67,-988.24,15.6,47.32,-8.85,21.58,-42.86,52.56,-1884.76,-544.03,-8267.13,Very high,2856.84,2,1.98,778.62,8068.26,3582.27,10115.43,17.9,2980.77,2724,61.1,-7415.76,7.92,-68.58,-205.6,28.6,8.7,7,37.64
238.64,1107.03,195.07,Rest,-72.91,-733.64,21.29,55.16,-9.42,27.5,158.66,36.16,-2499.18,-1045.91,-8249.19,Medium,1207.08,6,3.03,1076.1,19701.68,3074.4,13912.53,17.14,3070.05,1332.06,64.62,-19859.46,304.21,149.1,-160.44,6.86,28.74,8,60.19
135.62,1196.31,201.84,USA,-5.67,-1410.38,16.26,47.78,-11.4,16.7,82.14,48.24,-1598.96,-849.76,-7733.01,Medium,1669.77,3,4.12,695.27,4658.6,3074.58,19030.14,18.99,2608.8,1348.83,70.5,-16717.71,0.25,-91.62,-260.32,2.46,32.04,5,91.26
165.62,3459.09,352.56,UK,14.98,343.58,15.61,53.52,-6.51,23.22,115.52,32.9,-2560.2,-1047.46,-6255.06,Low,1752.39,1,3.13,1206.4,14817.5,4560.42,33917.28,19.45,2545.56,2722.92,69.46,-17225.22,1.74,-185.85,-150.62,8.42,23.43,1,-8.93
171.54,3774.27,218.73,Europe,16.18,-1106.5,11.36,44.14,-8.99,16.72,-22.74,28.2,-2741.48,-458.56,-6283.98,Very low,2557.98,8,1.73,931.2,19185.92,3030.69,22628.73,17.45,1942.14,1938.42,83.86,-22780.23,0.93,-55.44,-267.46,0.86,28.59,7,66.14
231.96,3032.46,166.83,Europe,32.93,-701.2,16.94,53.64,-8.88,25.78,-32.7,46.22,-1576.6,-811.04,-8371.98,Very high,2222.25,5,0.59,1146.74,14781.94,3550.5,12353.82,29.64,2078.73,2790.21,60.4,-20531.07,0.51,-28.74,-163.08,28.82,37.59,2,560.28
103.74,3629.88,173.16,USA,-14.55,-232.1,12.84,41.4,-13.13,36.38,15.08,25.74,-980.66,-767.59,-9285.78,Very high,2659.44,4,5.67,1074.53,13494.48,4537.17,17313.45,13.48,3419.07,4430.31,76.66,-10846.32,0.03,73.77,-193.24,5.4,16.47,4,590.6
283.54,3260.88,205.03,Europe,16.75,-1731.7,14.95,68.54,-5.56,26.36,65.14,34.9,-1761.58,-892.79,-5749.47,Very low,943.17,2,1.08,1154.93,17317.42,3774.18,23951.79,20.99,3260.88,1195.92,74.32,-9712.56,72.08,-133.38,-98.9,11.36,25.05,8,-8.93
188.44,2717.34,149.44,UK,-8.85,-1136.6,21.73,50.94,-11.35,27.92,-4.54,45.46,-2412.94,-789.84,-4608.21,Very high,3614.01,4,1.98,176.2,9359.64,3285.45,6500.16,19.76,2631.96,1399.17,77.38,-26558.64,4.4,-27.36,-47.9,9.22,42.3,6,140.54
103.46,3492.39,191.48,Rest,-102.64,-1134.58,11.8,48.64,-9.08,27.78,84.14,38.26,-1674.7,-805.12,-6815.04,Very low,1909.89,3,7.84,728.03,24605.34,3517.35,2018.01,16.54,3781.77,1533.3,75.06,-13810.74,0.3,-34.53,-212.5,2.14,27.75,2,-8.93
169.52,1997.1,210.53,USA,-4.53,-1209.46,16.24,54.98,-13.47,31.58,86.18,38.38,-1145.7,-1415.78,-7653.87,Medium,3197.67,2,5.48,527.06,33102.7,2964.57,26009.91,21.13,2813.88,2022.9,65.4,-18542.61,0.18,-53.7,-269.84,5.02,21.6,3,161.35
154.34,2162.61,194.37,Europe,-88.1,-496.24,17.44,42.04,-7.02,35.72,-61.4,36.02,-423.58,-716.78,-7438.47,Low,2478,9,0.42,958.79,30178.72,2269.44,24394.65,4.71,2169,3420.93,76.18,1135.44,4.31,87.78,-133.92,9.6,18.84,6,420.82
223.2,3249.75,205.22,Rest,18.79,-845.38,8.77,55.2,-8.41,52,-8.96,40.48,1218.12,-702.51,-6878.07,High,398.52,5,4.68,711.89,20676.78,3129.21,17126.52,20.62,1826.01,2086.14,73.9,-36002.61,7.67,35.04,-265.3,7.96,36.6,2,188.11
180.66,2089.86,178.72,USA,-101.98,-1596.42,19.16,62.6,-12.38,26.5,8.46,31.56,-2084.56,-482.55,-4912.2,Very high,944.85,4,6.19,533.48,16250.08,4039.08,30645.63,16.29,3181.35,1758,68.82,-9857.88,2.95,-74.46,-165.92,5.46,19.86,5,268.62
80.98,1975.59,169.74,Rest,30.64,-1510.38,16.95,67.8,-10.17,16.64,78.28,37.4,-1703.3,-799.41,-6657.06,Very high,3577.86,6,2.65,1090.08,25894.86,2340.18,35113.56,16.86,1859.34,1236.87,72.38,-9733.53,2.57,-64.5,-120,14.58,18,3,386.41
209.26,1215.9,160.98,Rest,-54.68,-1545.62,13.52,47.16,-7.08,18.04,42.26,57.94,-2067.02,-1249.23,-8369.55,Very high,3807.15,6,2.38,1141.01,-2672.34,4229.25,16838.1,30.61,3527.52,1057.35,69.96,-17445.24,4.33,66.99,-36.2,4.22,23.13,1,423.72
139.66,2884.98,175.45,UK,-40.08,-1835.44,12.96,44.7,-7.88,27.42,30.5,33.66,-2636.7,-1022.23,-8268.78,Very high,2159.49,4,0.69,1266.23,-6949.66,3462.45,20836.29,21.14,3005.43,1792.86,70.42,7327.62,0.03,-68.19,-101.14,1.88,41.52,4,197.43
69.14,4051.38,200.27,Europe,-6.29,-770.4,19.18,42.68,-8.5,29.48,65.32,38.74,-1847.78,-517.54,-10316.46,Very low,3487.14,5,0.4,763.32,5628.3,4357.53,28221.24,18.09,1220.37,1639.5,70.1,-13231.65,1.32,72.12,-177.36,9.14,22.89,3,288.61
132.12,3431.94,170.59,Europe,18.9,-1201.9,15.71,46.54,-8.8,22.98,-18.46,35.14,-3276.92,-1093.51,-9753.6,Very high,1084.89,3,10.13,941.01,14237.56,3065.91,28950.72,25.09,2471.85,1934.43,69.26,-5446.08,9.54,-121.44,-268.14,16.48,20.31,7,-8.93
131.54,3593.46,229.26,Rest,-1.95,-1917.92,15.22,62.18,-12.51,26.42,-26.96,38.16,-2043.38,-1134.29,-7189.35,Low,4316.4,4,6.89,322.13,16814.98,3195.87,29763.84,15.77,3674.82,-244.02,70.92,-20833.47,1.24,-151.26,-95.8,14.3,-0.45,4,-3.66
117,1867.05,202.88,Rest,7.82,223.4,18.99,79,-11.56,39.82,19.86,33.1,-2078.78,-930.13,-9020.22,High,3400.92,4,4.6,841.54,12250.58,3640.11,20077.14,15.76,3312.54,969.99,90.78,-17667.66,3.62,128.7,-272.06,1.74,27.06,4,202.91
251.82,4020.21,165.24,Europe,-14.19,-94.94,14.85,58.96,-6.25,22.22,2.36,41.96,-1525.22,-463.73,-9499.71,Medium,2175.75,7,0.64,329.53,14888.62,2813.76,4398.42,15.58,1813.53,2119.65,85.62,-15253.11,0.16,23.67,-166.6,7.34,18.69,4,467.42
170.42,946.86,164.7,Europe,-33.1,-684.76,14.98,61.02,-14.17,36.2,-97.48,15.9,-1918.86,-947.46,-7623.6,Low,1925.13,3,3.99,667.03,17876.42,2461.38,12146.85,19.23,2692.68,1113.51,68.14,-1380.15,0.01,35.34,-176.82,7.18,13.53,4,347.15
148.16,2564.58,203.29,UK,-11.15,-790.42,17.03,56,-7.38,24.4,28.16,37.86,-1008.76,-1065.65,-10219.89,Very high,2532.6,2,6.02,1118.55,10710.06,2996.4,30025.35,16.42,2279.04,2765.94,60.3,-19246.29,2.56,-93.15,-195.92,1.34,46.62,5,-8.93
101.82,1761.09,202.32,Rest,13.31,-679.14,12.34,49.4,-16.51,4.66,-33.3,42.94,-1605.96,-908.55,-8437.8,Medium,4662.48,4,4.31,989.45,10764.86,3425.16,6994.59,15.85,2652.36,1014,97.24,-23968.95,0.02,-79.89,-155.64,4.42,18.09,1,469.65
227.76,3434.88,248.35,Rest,39.78,-1115.24,12.23,55.22,-7.36,28.22,18.78,32.46,-1561.28,-551.03,-8819.97,High,3094.17,2,1.36,1166.57,7667.66,4755.93,27253.05,18.33,1142.01,-1772.97,70.62,9891.27,0.23,-160.71,-327.78,18.42,36.96,3,201.99
69.08,3190.59,211.99,UK,-23.04,-247.38,14.61,70.2,-12.34,34.2,34.64,26.9,-1878.38,-1014.83,-8246.67,Very low,1838.79,2,1.38,963.96,19972.08,4354.44,2863.26,19.35,1967.79,-636.3,72.06,-16631.34,0.28,-13.02,-209.74,3.36,33.57,3,102.04
158.5,4019.67,194.13,Rest,22.57,-648.6,14.83,44.92,-2.75,25.78,-4.76,41.04,-2099.56,-1057.95,-6872.25,Medium,1973.61,3,4.82,553.91,-975.5,3286.47,36583.14,19.99,2735.43,1629.99,68.14,-8503.14,3.47,-153.9,-190.44,7.48,37.11,2,-8.93
153.1,2544.03,206.83,USA,-1.61,-1002,16.25,50.44,-14.08,19.66,-37.2,41.96,-1682.5,-1071.33,-8049.75,Very low,2505.3,2,2.64,1108.02,14178.34,2486.22,23543.34,14.24,1310.91,220.53,67.5,-2587.89,0.05,-131.01,-189.18,7.48,27.93,4,244
262.96,1879.86,186.02,Europe,-16.68,-1625.8,15.25,57.42,-15.15,22.48,-56.28,21.42,-1091.8,-1095.56,-7297.5,Medium,3074.43,4,2.75,321.78,15038.5,3392.94,25804.86,18.14,1461,3732.96,80.44,-12353.7,0.01,-13.92,-215.42,8.16,-0.6,7,301.22
66.74,4171.26,293.93,UK,-34.43,-1657.48,16.2,61.46,-10.43,33.3,49.48,42.66,-2547.56,-675.14,-8576.19,High,962.55,3,7.25,733.08,22417.82,4376.16,38080.83,25.43,2976.54,1990.8,80.9,-20869.41,2.22,-266.52,-136.32,3.66,21.54,4,-8.93
195.5,2975.79,198.86,Rest,3.28,-651.84,10.65,60.46,-12.41,25.8,92.08,33.94,-2155.28,-788.22,-8058.51,Very low,2802.54,6,3.35,1249.58,9466.58,1087.56,22080.96,17.14,1993.56,1727.04,60.2,-6997.26,472.54,-265.02,-111.72,8.16,33.36,3,272.84
176.74,3509.01,119.58,UK,-49.4,-763.28,21.66,31.34,-12.45,16.1,3.86,47.66,-2054.64,-719.27,-7401.42,Low,2219.91,4,1.34,972.31,13921.14,3934.23,14870.73,16.15,219.66,2498.22,70.1,-9897.09,0.02,11.16,-196.68,15.7,38.19,4,147.16
168.28,3529.44,305.24,Rest,36.11,-888.32,20.08,52.54,-9.23,22.74,84.76,34.74,-664,-378.32,-7541.25,Very low,2789.25,1,3.01,419.34,13362.7,3054.09,39478.11,12.95,3833.67,1098.33,70.6,-14387.22,38.45,-90.78,-108.94,11.5,26.76,5,-8.93
