F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
-10.232,0,13.0664,5.826,1899.45,6.803,4.411,-5433.82,0,10281.24,4.176,-86085.714,0.73,-3640.77,2.7306,-1.0316,15914.58,-10472.42,-6.6834,,False
-4.5223,1,12.164496,4.24392,4779.35,6.058,3.757,-3767.82,1,9754.58,7.023,-86042.61,1.73,-3550.68,7.737,-4.504,16125.54,-9418.428,-4.4571,,True
-5.183,0,12.429,4.5428,2275.05,4.619,4.2367,-5004.64,0,9556.54,3.639,-86309.01,0.73,-3843.15,6.246,-3.086,15984.84,-9394.77,-8.961,-11.12,False
-6.055,0,13.093,4.25006,4430.35,4.8398,4.741,-4178.62,1,10368.84,7.827,-86088,0.73,-3583.38,4.662,-1.274,16452.78,-9301.14,-4.8288,,True
-16.55,0,12.478,13.296,1618.27,5.1817,4.664,-2269.22,0,9918.84,4.608,-86053.65,0.73,-3551.34,8.544,-1.521,15951.58,-9386.998,-4.3227,-10.7,False
-19.07,1,12.23112,4.9524,2127.45,5.451,3.5618,-4893.18,1,9727.38,6.165,-86101.397,1.73,-3621.54,3.1746,-1.5848,16569.98,-8977.82,-7.236,-10.29,False
-17.56,0,12.171144,5.3216,1308.75,5.695,3.50503,-5148.68,1,9623.67,1.8633,-86086.773,0.73,-3485.541,3.4026,-9.112,16013.76,-10059.42,-7.917,,False
-4.811,1,12.32394,6.0012,1484.73,4.4821,4.2774,-1883.22,1,9554.52,1.8936,-86064.36,0.73,-3040.35,3.9192,-1.8998,15976.58,-9513.62,-4.22247,-11.28,False
-9.879,1,12.20066,4.5352,1028.75,4.32809,3.7193,-5448.62,1,12134.24,2.7132,-86191.62,1.73,-4178.85,1.6887,-0.5726,16989.18,-13165.82,-6.3132,-11.22,True
-4.7525,0,15.09,10.82,1660.57,4.34908,3.6562,-4282.82,1,9573.44,0.9462,-85811.49,0.73,-5058.45,3.2946,-3.09,18669.98,-8632.22,-5.3205,,True
-4.5355,1,13.0444,6.326,1754.65,4.7143,3.7992,-5436.82,0,9614.38,1.7511,-86117.304,1.73,-4121.55,1.9104,-1.1862,16036.58,-10683.22,-5.9049,-11.57,False
-5.481,0,15.372,11.522,1657.08,6.134,3.7614,-4693.22,1,9773.08,7.914,-86138.46,0.73,-3585.18,2.328,-1.0322,16106.16,-8866.02,-5.9868,,False
-10.187,1,12.5192,5.1228,2167.45,5.487,3.717,-5173.36,0,9875.04,7.539,-86068.29,0.73,-3743.61,8.547,-1.1622,16289.88,-9439.78,-6.8595,,True
-11.842,0,12.376,8.074,1527.73,4.4902,3.6867,-5210.08,1,9871.84,8.19,-85870.35,0.73,-4003.95,4.275,-1.9728,16032.62,-10371.62,-12.771,-11.58,False
-5.985,1,12.170802,5.541,1817.05,4.7284,4.789,-4941.5,0,9607.78,4.878,-85709.97,1.73,-3697.71,4.812,-5.78,16010.12,-9303.3,-8.964,,False
-16.45,1,13.2676,4.3328,992.75,6.487,4.3791,-4982.26,0,11580.44,9.453,-87254.97,0.73,-3456.15,10.503,-0.6482,16265.4,-9480.74,-10.389,-10.63,False
-26.99,0,12.27528,4.9676,2037.95,4.9174,3.47115,-5099.96,0,12186.24,10.629,-86197.62,0.73,-3774.21,2.9892,-0.51386,16330.62,-9646.62,-7.401,,True
-7.96,0,13.3734,8.508,1606.01,4.9267,3.9833,-5545.62,1,9521.44,0.561,-86076.837,1.73,-3678.6,1.9446,-1.1618,16654.98,-10204.62,-4.4532,-10.13,False
-12.356,0,13.0306,4.6548,2587.35,4.8057,4.1397,-4649.82,1,9882.04,0.47103,-86323.59,1.73,-3653.64,1.9323,-4.66,14515.38,-9850.82,-5.5851,,True
-16.74,0,12.3718,4.507,3130.35,4.4064,3.49049,-4829.62,0,10066.04,4.359,-86061.63,1.73,-4486.95,2.2104,-1.7888,16605.18,-8830.82,-6.9363,,True
-21.48,1,12.5606,5.4146,1357.85,6.336,3.8089,-4982.08,0,10614.24,1.4727,-86077.899,1.73,-3404.55,1.35492,-0.8312,15325.58,-13265.82,-14.103,,True
-7.478,1,13.0742,6.362,1807.05,5.897,4.0962,-4604.22,1,10367.64,1.3761,-86048.01,1.73,-3540.42,8.31,-1.4332,14994.58,-9421.6,-5.865,-13.33,True
-12.684,1,12.7404,6.614,1690.75,4.7655,3.8616,-4830.82,1,9053.44,7.008,-86156.85,0.73,-3620.4,9.819,-0.7086,16066.2,-9347.82,-7.0179,,False
-8.936,1,12.179978,4.7216,2385.05,5.392,4.3493,-7309.22,0,14538.24,2.5089,-86124.498,1.73,-3720.3,3.0285,-0.4749,16998.38,-9869.62,-4.26096,-11.48,True
-18.48,0,14.1132,5.5246,1364.45,5.0159,6.643,-5870.82,0,9809.46,3.708,-86145.03,1.73,-3458.04,2.664,-2.854,16235.22,-10716.82,-4.6515,,False
-11.397,1,12.7748,7.866,1691.75,5.191,3.6754,-4134.02,0,9609.24,3.435,-86843.37,1.73,-3655.74,2.1924,-2.99,16006.8,-9163.22,-4.4994,,False
-5.416,1,13.0694,5.7256,1712.25,5.0418,4.579,-5006.7,0,9599.84,9.483,-86108.226,1.73,-3594.3,2.1621,-5.684,16355.1,-8781.42,-13.44,,False
-15.71,0,12.5534,4.6094,2443.55,4.5049,4.4195,-6575.02,1,9219.64,2.2194,-83532.27,1.73,-4963.95,1.5372,-0.863,16015.2,-12157.82,-4.7256,,False
-12.283,0,12.160007,5.8994,1694.25,4.7428,3.52087,-4741.82,0,10597.84,5.085,-86398.95,0.73,-3490.539,4.776,-1.0882,16720.78,-9365.7,-5.9892,-12.28,True
-4.25,0,12.9272,8.014,1685.65,4.4146,4.3034,-4105.02,1,10094.04,1.6716,-85941,0.73,-4049.55,2.6214,-1.263,17119.98,-9093.82,-4.7337,-11.45,True
-10.355,0,14.272,5.4602,2019.75,6.042,3.7196,-4616.22,1,9741.98,0.9252,-86021.85,1.73,-3604.47,10.608,-5.254,18511.98,-9354.78,-4.9884,,True
-5.437,1,12.24636,7.966,1699.65,4.6663,4.3075,-4985.22,0,9629.818,0.47691,-86160.09,1.73,-3838.35,1.9671,-3.83,14756.18,-8882.82,-11.472,-10.81,False
-5.22,1,12.160864,7.818,1726.95,4.8916,3.7195,-5272.62,1,9649.512,1.6743,-85683.27,0.73,-3990.75,3.0675,-2.068,17086.38,-9509.02,-6.0789,-11.81,False
-14.36,1,12.178278,5.1026,2218.05,4.4934,3.8168,-5447.02,0,10093.24,5.703,-85755.27,1.73,-4785.75,3.42,-1.439,16041.28,-9816.02,-5.1021,-11.69,True
-14.36,1,14.1588,6.256,1800.15,6.576,4.3,-4943.16,0,10642.44,5.535,-86105.553,0.73,-3519.57,2.628,-1.2018,15985.72,-9475.48,-11.73,-12.08,False
-4.917,0,13.849,9.284,1678.35,5.317,3.7057,-6829.42,0,9721.2,0.4338,-86100.466,0.73,-3767.67,6.45,-1.4508,20187.98,-9459.26,-4.25358,,True
-28.7,1,22.41,12.174,1581.691,4.8967,3.50255,-5473.22,1,9950.84,0.6669,-86049.69,1.73,-3634.35,3.9864,-1.6192,18967.98,-9832.42,-5.0283,,False
-14.69,1,13.6842,5.144,1599.44,4.6573,4.444,-5285.22,0,9907.64,2.4924,-86089.134,1.73,-3937.35,5.67,-3.712,17034.38,-9959.42,-9.684,-14.72,True
-7.915,0,14.43,7.294,1719.55,4.8767,3.7207,-4601.62,0,9742.08,0.8211,-86136.54,0.73,-3648.18,4.431,-4.5,14335.18,-9433.32,-5.3511,-9.73,False
-8.631,0,12.5124,4.4958,1598.06,5.391,3.961,-4664.42,1,9748.14,4.515,-86073.777,1.73,-3462.9,2.4507,-4.094,15782.38,-10168.02,-5.0358,-11.77,True
-30.16,0,15.704,5.0998,1944.55,4.404,3.5268,-6615.22,0,10211.44,2.6013,-86104.164,1.73,-6251.85,3.525,-1.3604,16932.18,-10357.62,-5.1405,,True
-5.461,1,13.3226,9.848,1525.89,4.4674,4.0424,-4103.82,1,9756,2.856,-86087.013,0.73,-2261.25,12.726,-4.962,15998.06,-9456.52,-5.0661,-13.58,True
-26.57,0,12.6058,6.398,1483.54,4.5774,4.856,-5034.14,1,9612.18,0.9141,-82053.87,0.73,-3297.24,1.4841,-1.053,17912.38,-10844.02,-11.556,-11.46,True
-36.05,0,12.3748,5.2546,1973.75,7.218,4.697,-4902.86,1,9527.78,0.5034,-86288.28,1.73,-3574.8,8.157,-4.724,13389.98,-9349.62,-5.4012,-9.89,False
-18.82,0,12.698,11.33,1577.186,5.559,3.6034,-4979.28,0,10148.04,1.728,-86090.862,0.73,-3450.45,1.6809,-1.616,16194.08,-10851.22,-9.852,-11.13,False
-5.208,1,12.8726,4.7978,1097.95,5.771,4.671,-5043.38,0,9551.72,4.938,-86144.22,1.73,-3449.7,2.1054,-2.552,16516.78,-9895.62,-13.65,,False
-7.869,0,12.18486,4.6404,2473.35,5.567,5.676,-5366.82,1,9777.26,0.6831,-86063.7,0.73,-3712.41,6.009,-1.1708,18369.98,-9501.42,-5.5326,,True
-5.286,0,12.5448,4.9396,1915.05,5.306,4.1677,-3688.82,1,9329.44,1.4016,-86089.359,0.73,-3540.81,2.7672,-1.3958,17700.18,-8552.22,-4.752,-12.22,True
-11.381,0,12.19058,4.4086,3283.35,4.7584,4.4519,-5174.42,0,10311.04,1.7121,-86113.122,1.73,-4018.05,3.5613,-1.1212,17675.18,-9625.62,-7.713,,True
-7.413,1,12.31012,5.3606,1425.75,6.144,3.5684,-4743.02,0,9650.54,2.4081,-86135.16,0.73,-3416.85,1.7325,-1.637,15944.38,-9466.32,-7.101,,False
-4.4385,1,12.166048,5.0486,1447.45,6.079,3.48437,-4134.42,0,8727.24,4.668,-86143.5,0.73,-3482.427,1.27899,-0.50248,16008.08,-12743.82,-4.3848,,False
-67.1,1,14.756,6.518,1686.85,5.579,5.889,-4895.68,0,9721.16,5.043,-86273.76,1.73,-3533.073,2.2503,-7.642,16553.38,-9398.1178,-7.062,,True
-15.35,1,12.164766,8.26,1662.98,5.453,3.5673,-5146.34,1,9401.04,1.5099,-86166.66,0.73,-3705.78,9.84,-0.7182,17149.58,-9445.28,-9.048,-10.29,False
-37.43,0,13.6358,8.106,1548.21,6.242,5.2,-6906.42,1,9618,1.0374,-86124.486,0.73,-3553.89,2.1156,-4.018,18213.98,-10593.02,-4.4019,-12.39,True
-13.484,0,12.24206,4.5286,1152.65,6.476,3.8918,-5150.88,0,9519.46,3.441,-86113.332,1.73,-3536.874,9.642,-3.044,16749.78,-9496.68,-9.279,-12.03,True
-16.12,1,14.554,4.7326,2132.35,5.386,5.523,-5135.44,1,9406.24,4.839,-86166.96,1.73,-3790.26,2.0883,-1.467,16713.38,-9974.22,-16.38,-9.2,False
-16.08,1,13.0168,5.1486,1828.65,5.394,5.068,-4704.82,0,9799.36,2.19,-86051.04,1.73,-3554.04,1.7598,-2.1932,16520.18,-9428.78,-5.3139,,True
-8.72,1,12.27756,9.682,1673.96,4.3728,3.8088,-4928.76,1,9676.5,1.5123,-86041.53,1.73,-5147.85,3.4365,-1.7868,15507.78,-9321.98,-7.062,-10.9,False
-11.723,1,15.92,9.102,1566.84,4.6109,3.5936,-5646.22,1,9629.386,2.0493,-85850.85,1.73,-3878.85,3.4815,-1.0526,15668.78,-10237.82,-5.5278,-11.47,False
-5.503,1,14.768,4.8174,1407.25,5.656,4.2609,-5177.24,1,9638.8606,1.6059,-86037.69,0.73,-3612.12,2.8596,-3.322,15325.18,-10820.22,-14.043,-11.14,False
-5.464,0,12.1877,4.5458,2843.35,5.0297,3.603,-5540.62,0,10393.24,2.8668,-86041.92,0.73,-4022.85,4.0146,-0.5834,15649.18,-10073.22,-6.7665,-11.33,False
-5.474,1,12.3702,7.522,1655.75,4.5123,3.592,-5534.22,0,9854.44,2.0274,-88723.17,0.73,-4127.85,2.3583,-3.128,16064.62,-10572.22,-4.9581,-11.44,False
-6.099,1,17.586,4.358,4091.35,5.0997,4.3824,-5521.62,1,9521.3,3.45,-86088.933,1.73,-3940.95,6.945,-3.756,15584.78,-9519.96,-5.4579,-11.7,False
-37.21,1,17.07,4.29616,5197.35,6.138,4.2374,-4937.36,1,9708.52,4.806,-86001,1.73,-3631.44,2.9025,-2.558,15965.18,-9413.554,-5.4936,-11.32,False
-23.89,0,14.1496,6.702,1826.95,4.7811,5.824,-3792.02,0,9840.04,2.4471,-78981.87,0.73,-3927.45,2.9991,-2.386,16576.58,-9281.58,-4.24743,,True
-13.086,0,12.7932,5.9044,1851.65,4.5378,3.50866,-5504.62,0,11006.44,5.163,-86185.2,1.73,-4455.75,1.5108,-0.7182,16597.18,-11054.62,-5.1213,,True
-7.348,1,12.614,6.68,1580.545,4.32509,4.0394,-8085.22,1,9766.56,7.695,-83108.07,1.73,-7006.05,1.9833,-4.726,16494.78,-11957.82,-4.4913,,True
-5.94,0,12.171628,5.8936,1391.55,5.903,4.1154,-4942.28,0,9599.38,2.616,-86069.88,1.73,-3424.38,2.6985,-1.3924,17137.78,-9497.46,-7.902,,True
-5.393,0,12.171776,9.892,1672.77,4.6255,3.7754,-4972.82,0,9568.96,5.067,-84847.17,1.73,-3997.95,2.9871,-1.7404,16464.58,-8871.22,-10.281,,True
-10.49,1,12.23494,7.062,1777.05,5.808,4.658,-5236.62,0,9907.64,7.104,-86126.943,0.73,-3710.25,2.1024,-2.076,16442.58,-10072.82,-7.494,,True
-12.391,1,12.20622,6.0496,1473.65,5.802,3.8257,-3595.02,1,9612.86,0.9804,-86072.874,0.73,-3420.45,6.726,-1.564,15419.58,-9463.26,-4.5138,-11.17,False
-6.26,0,12.2459,8.218,1610.49,6.869,3.53206,-4529.22,0,9859.24,2.0349,-86124.093,1.73,-3465.63,5.022,-0.48418,16271.74,-9140.62,-6.6966,-10.04,False
-7.105,0,12.35274,4.4188,267.35,7.643,4.3565,-4812.82,0,10082.24,1.7361,-86166.21,0.73,-3429.78,2.3046,-2.3114,17605.78,-10005.82,-7.254,-10.82,True
-6.047,0,12.19398,4.7794,1935.55,4.5796,5.196,-4242.62,0,9785.04,7.533,-86006.91,1.73,-3378.51,12.09,-5.542,16502.38,-9362.44,-5.16,-12.65,True
-8.181,1,12.29874,6.898,1721.25,7.57,4.58,-4499.62,1,9806.5,9.147,-86391.48,0.73,-3495.891,2.583,-3.09,15908.98,-9155.02,-6.4137,,True
-13.035,1,13.039,5.6058,1446.65,4.9173,4.838,-5216.16,0,9726.7,7.674,-86017.02,1.73,-3537.285,3.6738,-3.534,16104.16,-10185.62,-7.695,-14.39,True
-11.906,1,12.27496,4.7532,1475.25,4.6457,3.9574,-4166.22,0,9286.44,1.4964,-86104.407,1.73,-3225.63,2.3898,-0.6446,17023.98,-8961.62,-5.1021,-10.49,False
-21.71,0,12.161269,4.514,2065.05,4.4079,4.0489,-4898.42,1,9000.84,3.54,-86305.23,1.73,-3590.64,7.791,-0.6258,15986.68,-9339.08,-8.727,,True
-10.804,1,12.18012,4.4114,1740.85,4.5365,5.59,-5052.344,1,10074.24,2.0403,-86035.8,0.73,-3614.58,1.5033,-1.1328,16858.78,-11135.62,-10.533,-9.71,False
-11.474,0,13.707,4.3996,404.35,4.7571,3.9324,-2249.22,0,10079.64,0.6366,-86114.58,1.73,-3020.55,3.7149,-2.2044,21141.98,-9622.62,-4.33173,,True
-7.968,0,12.5854,4.8242,1794.25,5.263,4.751,-5577.02,1,9592.22,2.4021,-86168.64,1.73,-3708.9,2.1519,-2.548,15915.58,-10780.02,-5.5548,-9.78,False
-4.853,0,12.21458,4.9264,1492.14,6.965,3.7066,-4799.82,0,9793.64,1.0824,-86527.17,1.73,-3463.74,11.001,-4.792,15499.18,-9494.26,-6.3354,-10.04,False
-6.563,0,12.27564,6.352,1790.45,4.5369,3.6432,-3935.62,1,11435.84,3.972,-86143.41,1.73,-3790.05,3.4605,-0.7126,16706.18,-9191.02,-4.689,,True
-12.737,0,12.6094,7.744,1693.75,5.804,3.469478,-4917.88,1,9458.26,2.3541,-85950.87,0.73,-3575.7,2.2962,-1.1016,17015.58,-8410.82,-9.315,-13,True
-20.02,1,12.3724,4.5678,1035.95,5.0662,4.511,-4414.42,1,8932.44,4.119,-86110.638,0.73,-3343.95,4.0386,-0.7164,16351.06,-9360.22,-5.1375,-10.26,False
-16.68,0,13.003,4.9068,2449.45,4.8901,4.677,-5087.48,0,9689.68,2.6757,-85720.47,0.73,-3965.85,1.6617,-4.722,15741.78,-10093.62,-8.391,,True
-10.078,1,12.6424,4.6012,2388.55,5.0815,3.606,-5044.168,1,10076.04,13.185,-86050.56,0.73,-3675.48,1.6851,-1.745,16262.1,-10212.02,-7.755,,True
-5.931,1,12.8818,4.4574,3138.35,4.34702,4.2104,-4876.88,0,12596.24,4.164,-86138.91,1.73,-5426.55,4.824,-0.44828,16535.78,-9278.7,-6.5787,,True
-41.77,1,12.29132,6.836,1611.7,5.1243,3.7371,-4404.62,0,13248.24,3.156,-86045.58,1.73,-3512.037,2.4786,-0.43298,15948.98,-10017.42,-4.44,-12.27,True
-18.33,0,12.6182,4.4238,2537.75,5.324,5.518,-3464.02,1,10031.24,7.545,-86193.51,0.73,-3525.279,6.543,-2.1896,16496.18,-9361.02,-4.4532,-12.49,True
-4.2455,1,14.025,6.666,1582.299,5.602,4.537,-5137.76,1,9932.24,1.2906,-86221.8,0.73,-3517.518,1.8165,-2.326,16636.58,-11158.42,-5.0079,-11.03,True
-13.687,1,12.18446,5.233,1632.79,6.535,3.9479,-5263.62,1,9242.64,5.862,-86048.76,0.73,-3590.64,5.955,-1.4528,16512.78,-9527.74,-7.431,,False
-14.04,0,16.588,6.248,1756.35,4.8539,4.719,-5123.08,1,10382.04,2.58,-86088.411,1.73,-3802.29,2.0853,-1.3024,16238.12,-10651.62,-9.093,,True
-16.32,1,13.014,4.793,1771.65,4.978,4.2267,-4886.38,1,9519.02,4.08,-86136.48,1.73,-3531.177,10.413,-1.8774,16507.18,-9339.6,-7.572,,False
-15.77,1,13.039,6.328,1585.936,7.377,4.343,-4690.22,0,12928.24,4.422,-86051.04,0.73,-3504.075,5.304,-0.49752,16150.33,-9673.82,-4.34424,,False
-14.91,0,12.4454,4.5836,715.65,4.7236,4.874,-5406.62,0,9755.12,12.138,-86136.09,0.73,-3554.49,1.8003,-2.0394,16153.902,-13365.82,-7.197,,False
-5.786,1,15.144,7.998,1543.23,5.762,3.5831,-5293.42,1,9358.64,3.579,-86044.56,0.73,-3558.15,4.689,-1.2036,16066.84,-9796.02,-6.4827,-11.13,False
-37.1,0,12.32678,5.6324,1824.15,7.042,3.5914,-5908.02,1,10348.84,0.8685,-86067.36,0.73,-3580.23,2.1219,-1.1374,18093.58,-10371.62,-4.5696,,True
-23.64,0,12.2338,5.3218,1873.55,4.4202,3.6808,-5065.728,0,9487.9,9.072,-79770.87,0.73,-4768.35,2.5929,-2.592,16160.036,-9401.6044,-8.352,-11.12,False
-18.21,0,12.33332,6.256,1564.44,4.6425,3.6218,-5203.24,1,9751.42,0.798,-86096.97,0.73,-3739.44,3.2574,-6.588,18901.98,-10286.62,-9.189,-11.52,True
-10.076,1,13.2396,4.4932,1087.95,4.33513,3.9219,-5483.42,0,9661.7,2.3877,-86104.542,0.73,-4908.75,1.8363,-2.404,15595.18,-12719.82,-6.375,-10.54,False
-10.068,1,14.66,8.36,1541.72,7.178,4.664,-5027.14,1,9724.42,6.636,-86099.278,0.73,-3489.243,3.5766,-1.7364,16514.18,-9530.94,-11.694,-13.1,True
-28.05,1,12.23256,4.7124,2097.55,5.325,3.9447,-4850.42,0,9968.04,0.41718,-86136.6,0.73,-3554.28,1.7814,-1.6316,22687.98,-9029.82,-6.7953,,True
-3.8975,0,12.8526,4.638,1769.65,6.106,3.7671,-5010.46,0,9664.7,1.1175,-86222.31,0.73,-3535.755,2.2743,-3.072,17554.38,-9600.62,-7.143,,True
-7.173,1,13.6368,7.34,1447.35,4.8033,4.4294,-2287.22,0,9438.42,0.46473,-86084.598,1.73,-3154.05,2.3079,-1.2838,11003.98,-10118.02,-4.24089,,False
-8.38,1,14.818,6.21,1530.83,5.1106,4.4471,-6116.62,0,9949.04,0.34362,-86113.098,0.73,-3723.09,2.1105,-2.0328,30267.98,-11981.82,-5.4882,,True
-8.398,1,14.928,6.622,1733.15,5.744,3.7386,-6927.82,1,9895.64,6.687,-86139.24,0.73,-3704.01,4.161,-2.896,16395.38,-9966.22,-4.6305,,True
-4.899,1,12.23272,7.106,1554.88,6.843,3.8013,-5055.968,1,9079.64,1.6929,-86046.72,1.73,-3517.974,5.685,-0.9674,15599.98,-9549.76,-6.1638,-9.84,False
-9.373,1,12.16178,5.2072,2143.45,7.555,3.7401,-4892.16,0,9152.24,4.539,-86066.82,0.73,-3558.63,2.9364,-0.5358,16552.98,-8617.02,-8.814,-12.18,True
-5.102,1,16.266,4.2895,46.35,4.685,4.672,-4979.36,0,9652.864,10.248,-86179.29,0.73,-3284.97,3.4269,-3.876,16461.78,-9482.7,-7.773,-12.05,True
-16.11,1,14.077,5.1174,1912.45,4.6288,4.0973,-4907.2,1,9642.19,0.7578,-86100.514,0.73,-3782.22,10.788,-1.692,19919.98,-9325.7,-7.323,-10.21,False
-14.95,1,12.23516,4.4136,2638.35,8,3.771,-5481.22,0,9572.18,6.024,-86093.79,0.73,-3586.02,3.4386,-1.9452,16539.58,-9745.62,-6.2397,,True
-15.02,1,15.688,7.162,1652.13,4.8273,4.3886,-5128.68,0,9832.7,0.7503,-86147.58,1.73,-3740.76,10.71,-2.816,17627.78,-9507.9,-8.304,-11.73,True
-5.687,0,13.7872,5.4412,1618.09,6.807,3.7583,-4403.22,1,9493.74,2.0175,-86124.75,0.73,-3521.292,2.229,-2.366,16000.28,-9552.08,-4.4586,,False
-7.787,1,12.1963,4.22982,4752.35,6.952,4.586,-5056.334,1,9693.8,0.7461,-86229.45,0.73,-3566.67,5.673,-3.954,19631.98,-9406.902,-6.9405,,False
-5.342,1,12.6864,5.7072,1862.75,8.33,4.1679,-4226.82,1,9583.94,0.7326,-86239.41,0.73,-3531.399,6.477,-4.018,19469.98,-9124.82,-5.1648,-11.17,False
-16.64,0,12.19642,6.952,1704.15,4.9596,4.1488,-5115.72,0,9790.48,0.7932,-86375.31,0.73,-3758.73,9.156,-5.306,15942.38,-9579.56,-11.403,,False
-5.676,0,12.2751,4.8724,1518.71,5.2355,4.1114,-4998.26,0,10635.24,0.6792,-86138.4,1.73,-3459.63,1.437,-0.7252,16870.98,-11759.82,-8.844,,False
-14.97,1,12.31438,4.9344,1362.85,4.7084,3.7783,-9303.22,1,9605.16,0.9708,-86086.443,0.73,-3721.68,7.713,-1.6472,15020.38,-9729.42,-4.26876,,False
-4.1948,0,12.26068,5.0044,1980.85,4.5314,4.3042,-4987.5,1,9665.64,2.0979,-86009.91,0.73,-3900.15,2.7963,-3.394,17392.98,-8975.62,-10.998,,True
-13.526,1,12.22706,7.948,1452.25,4.6686,4.065,-4807.42,0,9446.76,8.508,-86118.717,1.73,-3100.65,1.7016,-1.4764,16377.38,-10259.62,-5.2071,-11.31,False
-7.945,1,12.456,4.2584,468.35,4.9359,3.9039,-5425.22,1,7802.84,3.561,-86001.12,1.73,-3539.22,1.9776,-0.5314,15816.18,-10621.02,-4.5516,-8.64,False
-6.812,1,16.386,9.05,1614.45,4.4742,3.8421,-5227.4,1,12930.24,7.671,-86267.97,0.73,-4144.35,1.8861,-0.5484,16174.264,-11749.82,-7.461,-10.99,True
-23.82,0,12.34628,5.8016,1815.65,4.712,5.254,-5435.42,1,10742.04,2.4429,-86269.98,0.73,-4219.05,1.803,-0.999,16942.78,-12197.82,-7.425,-11.82,True
-16.32,1,12.31638,4.7252,1576.764,5.0817,3.9862,-5458.42,1,11058.24,9.723,-86183.85,0.73,-3615.78,2.1951,-0.8368,16062.58,-11701.82,-5.9889,,True
-9.534,0,12.7984,6.16,1599.26,7.669,3.5909,-5786.22,1,9799.78,0.7479,-85997.64,1.73,-3563.07,1.8063,-2.2002,18977.98,-12071.82,-5.5632,,False
-40.54,0,12.20202,4.25802,2664.35,4.4355,4.465,-4983.58,0,10250.24,1.7541,-86142.72,1.73,-3525.057,1.9557,-1.1262,17347.58,-9490.5,-10.206,-10.15,True
-16.64,1,12.7414,4.9666,1322.95,4.4453,3.5751,-4746.42,0,9563.58,3.351,-86178.18,0.73,-2707.95,8.154,-1.1606,15985.92,-9445.34,-6.2868,,False
-26.71,1,12.160011,4.8452,1286.15,5.419,4.0395,-4870.48,0,9776.2,5.952,-86202.63,0.73,-3432.12,5.895,-0.7894,16529.18,-9454.02,-5.9181,-11.43,True
-10.69,0,12.19112,5.4156,1816.95,4.6706,3.7927,-5618.62,0,10328.84,0.7032,-86088.444,0.73,-4108.35,6.711,-1.3082,15249.98,-9790.02,-5.8644,,False
-6.695,0,14.852,6.156,1417.85,4.9095,5.082,-5575.82,0,9104.04,1.3566,-86094.006,1.73,-3480.138,1.8072,-0.645,15975.94,-11649.82,-4.8939,-9.71,False
-31.83,0,12.35408,8.358,1591.78,5.801,5.687,-4895.98,0,12480.24,0.41826,-86457.27,1.73,-3482.856,4.785,-0.5344,13363.98,-9655.02,-6.3702,,False
-13.89,1,12.35538,4.4858,2119.25,5.776,4.4167,-2145.22,0,9569.72,2.9172,-86018.88,0.73,-3548.97,2.5185,-3.582,16749.98,-8968.62,-4.21701,,True
-11.154,1,12.26506,4.29792,1487.1,5.617,3.9463,-4768.02,0,10075.44,3.321,-85277.37,1.73,-3449.46,2.3559,-1.3376,16852.58,-9393.736,-6.2754,,True
-17.68,0,12.2558,7.516,1726.45,7.298,4.0613,-4963.12,0,10161.24,3.762,-85793.37,0.73,-3530.661,10.566,-1.3164,15627.18,-9405.006,-12.366,,False
-5.492,0,12.521,4.5154,1687.25,4.9641,3.6636,-4368.42,0,9323.04,5.628,-88009.17,1.73,-3406.17,2.1345,-2.134,16301.58,-8132.62,-5.7459,,False
-13.257,0,13.1432,4.8294,1511.46,4.9094,4.497,-5447.62,1,10700.84,2.0805,-86163.87,1.73,-3594.9,1.9767,-0.8998,16999.38,-11273.22,-5.3976,-12.93,True
-8.61,1,12.3678,5.097,2346.45,6.024,3.7831,-4918.3,1,9826.96,2.6532,-86231.79,1.73,-3612.09,3.5736,-1.0506,17233.78,-8675.02,-10.893,,False
-30.14,1,12.7244,5.5844,1937.05,4.4891,3.5145,-5793.22,0,9956.24,4.704,-86095.401,1.73,-4897.65,12.171,-2.35,15945.98,-9566.26,-5.2758,-10.45,True
-3.787677,1,13.6798,5.325,1514.67,5.271,3.4754,-4810.02,1,9734.52,10.158,-86152.17,1.73,-3375.03,3.2244,-0.8508,16417.38,-9006.62,-8.367,-11.08,False
-26.62,1,14.856,5.1464,1536.63,4.697,3.54107,-5367.22,0,9644.112,2.6172,-86188.56,1.73,-3938.25,8.175,-1.4212,15543.78,-9762.22,-8.187,,False
-12.499,1,15.322,4.2578,3761.35,5.607,3.7546,-4971.6,1,9373.84,1.5555,-86065.14,1.73,-3609.75,3.2988,-1.1376,15710.18,-9452.16,-5.6664,,False
-12.808,0,12.162532,7.56,1540.86,4.4841,4.876,-5036.38,1,9471.38,0.5025,-86192.88,0.73,-3491.691,4.0035,-3.116,12357.98,-9623.42,-8.289,,False
-46.2,1,14.822,8.396,1608.54,5.1121,3.6569,-5471.02,0,12632.24,2.406,-86119.359,0.73,-3605.76,1.27011,-0.5942,16414.78,-19499.82,-4.9509,-10,False
-10.348,1,12.22428,7.518,1721.55,4.9781,5.08,-5601.02,0,9935.84,1.1604,-86024.13,1.73,-3893.25,4.683,-2.834,15479.58,-9907.62,-5.5425,-11.98,True
